Date,State,Fire Name,Latitude,Longitude,Fire Cause
07/17/14,California,Bridge 1,41.0597,-123.6847,Human/Incendiary /Recurrent 
07/17/14,Utah,Lower Devil Canyon,37.6242,-109.28669,
07/17/14,Colorado,West Fork,38.14864,-108.72978,
07/17/14,Arizona,Hotevilla,35.9139,-110.6728,Human/Incendiary /Trash Burning 
07/17/14,California,Wolf,37.86048,-119.64409,Natural /Lightning 
07/17/14,California,Postpile,37.60855,-119.0904,Natural /Lightning 
07/17/14,California,Air Port 3,41.0436,-123.6658,Human/Incendiary /Recurrent 
07/17/14,Montana,Ditch,48.3967,-105.7178,Human/Equipment /Other/ unknown 
07/17/14,Utah,Cedar Park,37.6531,-109.10817,
07/17/14,California,STATE LINE 1,38.145,-118.8142,
07/17/14,Nevada,Twentyone,38.2022,-114.5103,
07/17/14,South Dakota,Mailbox,43.05353,-102.56417,Human/Miscellaneous /Other/ unknown 
07/17/14,New Mexico,Ridge Tree,36.7331,-107.6131,
07/17/14,Oregon,Easy Valley,42.4693,-123.1806,Human/Miscellaneous /Other/ unknown 
07/17/14,Montana,Sheep Flats,46.93344,-113.62261,
07/17/14,Washington,M&L,47.4651,-123.9332,Human/Fire Use /Land Clearing 
07/17/14,Montana,North,46.5553,-105.9664,Human/Equipment /Other/ known 
07/17/14,California,Terminal,40.422695,-121.37757,Natural /Lightning 
07/17/14,California,STATE LINE 2,38.1442,-118.8144,
07/17/14,Montana,Grill,48.2692,-105.4028,Human/Equipment /Other/ unknown 
07/17/14,Colorado,BOTTLE ROCK,39.0703,-108.8108,
07/17/14,Arizona,Honeymoon,36.8633,-112.03,
07/17/14,Colorado,Ridge,38.18849,-108.59009,
07/17/14,Colorado,RATTLE,39.1075,-108.8342,
07/17/14,Idaho,Malad River,42.9447,-114.7964,Human/Juveniles /Fireworks/ Adult 
07/17/14,Arizona,AZTEC,35.1447,-112.46,Natural /Lightning 
07/17/14,Utah,Verdure Creek,37.7753,-109.2703,
07/17/14,California,Cherry Flat 1,41.0392,-123.6725,Human/Incendiary /Recurrent 
07/17/14,Idaho,OTA 66,43.22255,-116.10779,Human/Equipment /Other/ known 
07/17/14,Idaho,OTA 67,43.20465,-116.10248,Human/Equipment /Other/ known 
07/17/14,North Dakota,Ridge,47.7422,-102.6669,Human/Juveniles /Fireworks/ Adult 
07/18/14,Washington,Sand Hills Spot,48.21399,-119.70849,Natural /Lightning 
07/18/14,New Mexico,Watermelon,35.2597,-106.5917,Natural /Lightning 
07/18/14,Puerto Rico,Butterfly Trail,17.957836,-67.201315,Human/Arson/Unknown
07/18/14,Washington,Mint/Tecumseh 2,46.33389,-120.62749,Human/Miscellaneous /Other/ unknown 
07/18/14,California,Postpile 2,37.60469,-119.08841,Natural /Lightning 
07/18/14,Oregon,Upper Applegate,42.13752,-123.23028,Human/Equipment /Other/ known 
07/18/14,Oregon,Road 42,45.1217,-121.7097,Natural /Lightning 
07/18/14,New Mexico,WHISKEY,34.97167,-108.06917,Natural /Lightning 
07/18/14,Oregon,Hillock Fire,45.1514,-122.2603,Human/Miscellaneous /Fireworks/ Adult 
07/18/14,Oregon,Below Road 42,45.1175,-121.6611,Natural /Lightning 
07/18/14,Nevada,Connors,39.0306,-114.7025,
07/18/14,Nevada,Lowry,39.1878,-114.8514,
07/18/14,Nevada,Green Springs,39.3914,-115.5822,
07/18/14,Nevada,Hercules Gap,39.3408,-114.8883,
07/18/14,Nevada,White Hill,39.4083,-115.5336,
07/18/14,Nevada,Moorman,39.35,-115.3206,
07/18/14,Arizona,Hollow Spring,34.0456,-110.1909,Natural /Lightning 
07/18/14,New Mexico,Horse,36.8414,-107.76428,
07/18/14,California,BODIE,38.1558,-119.0508,
07/18/14,California,Brown Yurok,41.1972,-123.73,Natural /Other/ unknown 
07/18/14,California,Brown #2 Yurok,41.1978,-123.7358,Human/Equipment /Other/ unknown 
07/18/14,California,Brown #3 Yurok,41.2033,-123.7517,Human/Equipment /Other/ unknown 
07/18/14,Washington,SADDLE MOUNTAIN,46.8597,-119.9933,Human/Miscellaneous /Other/ unknown 
07/18/14,Minnesota,RL 316,47.8753,-94.9997,Human/Incendiary /Fireworks/ Adult 
07/18/14,Montana,HeadStart,48.0867,-105.6483,Human/Incendiary /Other/ unknown 
07/18/14,North Dakota,Boot Hill,46.0961,-100.6375,Human/Miscellaneous /Other/ unknown 
07/18/14,Washington,N. Elm / Idaho,46.38604,-120.30922,Human/Miscellaneous /Other/ unknown 
07/18/14,South Dakota,Sundance,44.0983,-99.4786,Human/Juveniles /Ignition Devices 
07/18/14,Nevada,Granite Peak,40.7611,-119.43,
07/18/14,California,River Road 2,41.0603,-123.6872,Human/Incendiary /Recurrent 
07/19/14,Minnesota,Teachers WF,44.712555,-95.284667,Human/Arson/Unknown
07/19/14,Idaho,OTA 69,43.25733,-116.18058,Human/Equipment /Other/ known 
07/19/14,North Dakota,MILE MARKER,47.9786,-99.0576,Human/Incendiary /Recurrent 
07/19/14,North Dakota,BOY,47.9372,-98.931,Human/Incendiary /Recurrent 
07/19/14,Arizona,Bonito Rock,33.7826,-109.6131,Natural /Lightning 
07/19/14,California,Rancheria,37.98356,-119.59374,Natural /Lightning 
07/19/14,Arizona,Ceder 2,34.0456,-110.1909,Natural /Lightning 
07/19/14,Montana,Buck,45.36822,-105.76095,
07/19/14,North Dakota,ACRE,47.9211,-98.9173,Human/Incendiary /Recurrent 
07/19/14,Washington,Ruby Pasture,48.7286,-121.0136,Human/Campfire /Cooking/warming 
07/19/14,Washington,Hidden Hand,48.73,-121.0217,Human/Campfire /Cooking/warming 
07/19/14,Montana,MM 22,48.3792,-105.7331,Human/Miscellaneous /Other/ unknown 
07/19/14,Montana,LOST LEG LOOKOUT,45.5361,-106.5717,Natural /Lightning 
07/19/14,Idaho,OTA 68,43.25829,-116.08839,Human/Equipment /Other/ known 
07/19/14,Utah,Mile Post 95,39.4083,-112.4896,Human/Equipment /Vehicle 
07/19/14,Nevada,North Creek,40.0353,-114.4408,Human/Miscellaneous /Other/ unknown 
07/19/14,Washington,WATERMELON HILL,47.320294,-117.879983,Human/Equipment /Other/ known 
07/19/14,Idaho,OTA 70,43.19514,-116.02921,Human/Equipment /Other/ known 
07/19/14,Wyoming,St. Larry Fire,43.0342,-109.1494,Human/Fire Use /Field Burning 
07/19/14,Montana,West Butte,45.12657,-104.97953,
07/19/14,North Dakota,19 BALE,47.9814,-99.0829,Human/Incendiary /Recurrent 
07/19/14,Nevada,WATERFOWL,39.2139,-119.7667,
07/19/14,Nevada,Water Canyon 16,40.92406,-117.66314,Human/Campfire /Cooking/warming 
07/19/14,North Dakota,GILES,48.0039,-98.8239,Human/Incendiary /Recurrent 
07/19/14,South Dakota,MASSEY FERGESON,43.1458,-100.5694,Human/Equipment /Other/ unknown 
07/19/14,Idaho,OTA 73,43.24566,-116.02799,Human/Equipment /Other/ known 
07/19/14,New Mexico,4600 Complex,36.9083,-107.7164,
07/19/14,Montana,MM3,45.7464,-107.5236,Human/Incendiary /Other/ unknown 
07/19/14,Idaho,OTA 71,43.27436,-116.09859,Human/Equipment /Other/ known 
07/19/14,Idaho,DORSEY,43.08624,-116.05457,Human/Miscellaneous /Other/ unknown 
07/19/14,California,Coyote,37.8088,-119.5377,Natural /Lightning 
07/19/14,Nevada,JAMES CANYON,39.6853,-118.2125,
07/19/14,Nevada,RED CORAL,39.705,-119.4581,
07/19/14,Montana,TURNER,45.3186,-107.3667,Human/Juveniles /Ignition Devices 
07/19/14,North Dakota,Fast Dog,47.8083,-102.4069,Human/Incendiary /Fireworks/ Adult 
07/19/14,North Dakota,DOBBS,47.8528,-98.9318,Human/Incendiary /Recurrent 
07/19/14,California,Mill Creek 1,41.0892,-123.7028,Human/Incendiary /Recurrent 
07/19/14,Idaho,OTA 72,43.26328,-116.18225,Human/Equipment /Other/ known 
07/20/14,Idaho,OTA 75,43.27546,-116.09789,Human/Equipment /Other/ known 
07/20/14,California,Henderson,39.8003,-123.2572,Human/Miscellaneous /Burning Building 
07/20/14,Nevada,Wildhorse,38.2417,-114.6053,
07/20/14,Arizona,HIDDEN,33.5203,-109.5747,Natural /Lightning 
07/20/14,California,San Pasqual,32.7464,-114.5997,Human/Incendiary /Trash Burning 
07/20/14,Idaho,JUMPER,43.47962,-116.92384,Human/Campfire /Cooking/warming 
07/20/14,Nevada,Water Canyon 17,40.92064,-117.6503,Human/Campfire /Cooking/warming 
07/20/14,Nevada,Water Canyon 18,40.9217,-117.65661,Human/Campfire /Cooking/warming 
07/20/14,Oregon,Wolfe Point,44.84161,-121.17837,Human/Smoking /Smoking 
07/20/14,Nevada,Baltimore,39.2883,-114.9094,
07/20/14,Montana,Lodahl Coulee,48.4832,-104.4294,Human/Accidental/Agricultural
07/20/14,California,Woodlot,37.67545,-119.79725,Natural /Lightning 
07/20/14,Washington,Mt. Adams Lk # 2,46.25283,-121.34382,Human/Campfire /Cooking/warming 
07/20/14,Wyoming,Sears Fire,43.0117,-108.8917,Human/Fire Use /Trash Burning 
07/20/14,Utah,Skitzy Canyon,40.1281,-110.4994,Natural /Lightning 
07/20/14,North Dakota,HOWARD,47.8533,-98.9314,Human/Incendiary /Recurrent 
07/20/14,Utah,Lake Canyon,40.0533,-110.6494,Natural /Lightning 
07/20/14,California,Moon,41.0669,-120.4006,
07/20/14,New Mexico,T-Springs,33.2908,-105.6006,Natural /Lightning 
07/20/14,Washington,BOUNDARY,48.0075,-118.0936,Human/Fire Use /Resource Mgmt 
07/20/14,Utah,Grimes,39.27339,-111.10422,
07/20/14,California,Newland,41.0975,-120.0703,
07/20/14,California,McGurk,37.69314,-119.61472,Natural /Lightning 
07/20/14,South Dakota,Crossing,45.6394,-100.8133,Human/Equipment /Vehicle 
07/20/14,Utah,Black Beetle,39.1961,-111.9369,
07/20/14,California,Powell,40.9753,-120.0053,
07/20/14,New Mexico,Washington Pass,36.05877,-108.85357,Natural /Lightning 
07/20/14,Utah,Flats,40.050894,-112.702785,
07/20/14,Arizona,Task Force,32.1567,-113.0164,Human/Miscellaneous /Other/ known 
07/20/14,Colorado,MM 124,40.84408,-107.62186,Human/Equipment /Other/ known 
07/20/14,Utah,Lucky,40.028294,-112.729685,
07/20/14,New Mexico,SIXTEEN CREEK,32.7808,-104.8303,
07/20/14,California,Buck,37.54841,-119.49854,Natural /Lightning 
07/20/14,California,Royal,37.58719,-119.50752,Natural /Lightning 
07/20/14,California,Red,37.6618,-119.4445,Natural /Lightning 
07/20/14,California,Hoover,37.65293,-119.48282,Natural /Lightning 
07/20/14,California,Cowboy,40.0206,-120.1319,
07/20/14,California,Ottoway,37.64974,-119.47889,Natural /Lightning 
07/20/14,Montana,TWIN,48.55336,-113.01778,Human/Miscellaneous /Other/ unknown 
07/20/14,Oregon,PPC822 Powell Ck 166,42.2618,-123.2689,Human/Equipment /Vehicle 
07/20/14,Idaho,OTA 74,43.22489,-116.11508,Human/Equipment /Other/ known 
07/20/14,Wyoming,Dry Creek,41.13303,-109.84592,
07/20/14,California,Lookout,37.915,-119.872,Natural /Lightning 
07/20/14,Montana,McCartney Mountain,45.5333,-112.6183,
07/20/14,South Dakota,East Dam,43.0258,-102.4969,Human/Miscellaneous /Other/ unknown 
07/20/14,California,Wapama,37.96889,-119.7497,Natural /Lightning 
07/20/14,Nevada,Maverick,40.0061,-115.3772,
07/20/14,Wyoming,Weed Fire,42.9556,-108.9422,Human/Fire Use /Trash Burning 
07/20/14,Wyoming,Train,43.6664,-108.2764,Human/Railroads /Other/ unknown 
07/20/14,California,Falls,37.98929,-119.75035,Natural /Lightning 
07/20/14,Montana,LP Dumps,48.0503,-108.53,Human/Miscellaneous /Other/ unknown 
07/20/14,Utah,Rock,40.045497,-112.710888,
07/20/14,California,Secret,40.6569,-120.2817,
07/20/14,Utah,Dry Lake,40.1256,-110.6017,Natural /Lightning 
07/20/14,Montana,HUCKLEBERRY,47.5192,-113.9928,Human/Campfire /Cooking/warming 
07/20/14,North Dakota,Chain Link,46.09128,-100.62939,Human/Miscellaneous /Other/ unknown 
07/20/14,Utah,Slow,40.064894,-112.653185,
07/20/14,Nevada,Blue Lake,41.6761,-118.7153,
07/20/14,Minnesota,Touch the Sky Prairie,43.737236,-96.265605,Undetermined
07/20/14,California,Blue Slide 2,41.0428,-123.6711,Human/Incendiary /Recurrent 
07/20/14,Oregon,FFD140161471,44.0519,-123.1853,Human/Miscellaneous /Fireworks/ Adult 
07/20/14,California,Supply Creek 1,41.0517,-123.6808,Human/Incendiary /Recurrent 
07/21/14,Arizona,Frehner,36.80853,-114.00578,Human/Miscellaneous /Other/ unknown 
07/21/14,Utah,Roads,40.119394,-112.621388,
07/21/14,Oregon,Rim,42.90573,-122.14085,Human/Campfire /Other/ known 
07/21/14,California,Dorsey,40.9564,-120.2769,
07/21/14,Nevada,BOWMAN,36.6256,-114.475,
07/21/14,California,Mall,40.9167,-120.2514,
07/21/14,Utah,Valley,40.0522,-112.6505,
07/21/14,California,wilson,41.595917,-124.101817,Human/Campfire /Other/ unknown 
07/21/14,Montana,Bale 1,48.1339,-104.9514,Human/Miscellaneous /Other/ unknown 
07/21/14,Arizona,Elk Canyon,33.8734,-109.717,Natural /Lightning 
07/21/14,Puerto Rico,Mesquite,17.972279,-67.175651,Human/Arson/Unknown
07/21/14,Utah,Cottonwood Ridge,39.68625,-110.22169,
07/21/14,Montana,SOUTH COULEE,45.4578,-107.8639,Human/Equipment /Other/ known 
07/21/14,Utah,Sheep,40.098697,-112.631091,
07/21/14,Montana,Tepee Creek,44.6907,-111.7522,Natural
07/21/14,Oregon,Tombstone,42.6806,-118.8997,
07/21/14,Oregon,Otis,42.6994,-118.8897,
07/21/14,Idaho,Wilson Gulch,42.105,-113.9536,
07/21/14,Oregon,CARLSON CREEK,42.4175,-118.6669,
07/21/14,Oregon,ROARING SPR,42.6353,-118.9339,
07/21/14,Nevada,Mooney,39.8631,-115.53,
07/21/14,Utah,Lion Peak,39.93546,-112.71972,
07/21/14,Oregon,414,44.2789,-121.1164,Human/Miscellaneous /Other/ unknown 
07/21/14,Utah,Lincolne,40.37303,-112.66969,
07/21/14,Oregon,Sharps Creek,43.6553,-122.8012,Human/Campfire /Other/ unknown 
07/21/14,Oregon,Ugly,42.5189,-118.7706,
07/21/14,Oregon,North Wilson,45.11758,-121.66218,Natural /Lightning 
07/21/14,Utah,Coyote Ridge II,40.0978,-110.4219,Natural /Lightning 
07/21/14,Montana,CONWAY,48.62775,-113.05531,Human/Equipment /Vehicle 
07/21/14,Nevada,MIDDLE,41.7631,-119.685,
07/21/14,California,Spooner,41.0292,-120.6778,
07/21/14,Utah,Bandit Flat,40.135497,-111.804188,Human/Miscellaneous /Other/ known 
07/21/14,Arizona,Watermelon,32.9839,-112.75,Human/Incendiary /Field Burning 
07/21/14,California,Tule,41.1433,-120.4644,
07/21/14,Oregon,Rock Bluff,42.5717,-118.6897,
07/21/14,California,4-2 Pit,41.5361,-120.4817,Natural /Lightning 
07/21/14,Oregon,Dry Creek,43.59058,-117.35285,
07/21/14,Wyoming,Major Basin,43.651942,-107.936667,
07/21/14,California,Gibson,37.99109,-119.74065,Natural /Lightning 
07/21/14,California,Ash,41.0286,-120.6883,
07/21/14,California,GRAYS,38.5839,-119.6439,
07/21/14,Arizona,Old Trails,34.9297,-114.1517,Human/Equipment /Vehicle 
07/21/14,Utah,Rough Canyon,39.3053,-111.8378,
07/21/14,Washington,East Wapato Pile,46.44059,-120.38562,Human/Miscellaneous /Other/ unknown 
07/21/14,California,Elbow,37.95848,-119.4103,Natural /Lightning 
07/21/14,Utah,Patch Ranch,40.274794,-112.588785,
07/21/14,Wyoming,Rock Creek,44.287103,-107.570397,
07/21/14,Washington,Soft Spot,47.9989,-118.2239,Human/Fire Use /Other/ unknown 
07/21/14,Nevada,Emigrant,39.3167,-117.35,
07/21/14,Idaho,Frandsen,42.6358,-112.0625,
07/22/14,Montana,HILL,48.5558,-113.0008,Human/Equipment /Vehicle 
07/22/14,North Dakota,Wheels 2,46.1778,-100.6739,Human/Equipment /Vehicle 
07/22/14,Wyoming,Gravel Pit,43.81769,-104.06964,
07/22/14,California,Madeline,41.0856,-120.4831,
07/22/14,Nevada,ROCKING HORSE,38.8906,-119.6517,
07/22/14,Montana,LODGE GRASS BASIN,45.0211,-107.7439,Natural /Lightning 
07/22/14,Arizona,Corral,35.7819,-110.4975,Human/Incendiary /Fireworks/ Adult 
07/22/14,Oregon,Little Castle Creek,42.90606,-122.25134,Natural /Lightning 
07/22/14,Wyoming,North Draw,44.47322,-105.39767,
07/22/14,Nevada,Ravenswood,39.80336,-117.1683,
07/22/14,Nevada,Cedar,40.4872,-115.8006,
07/22/14,Idaho,OTA 81,43.25897,-116.07647,Human/Equipment /Other/ known 
07/22/14,Idaho,OTA 82,43.25897,-116.07647,Human/Equipment /Other/ known 
07/22/14,Idaho,OTA 80,43.25557,-116.07726,Human/Equipment /Other/ known 
07/22/14,Idaho,OTA 78,43.25931,-116.08298,Human/Equipment /Other/ known 
07/22/14,Nevada,BERNICE,39.745,-117.7275,
07/22/14,Colorado,Poncho,37.0475,-107.7992,Natural /Lightning 
07/22/14,Idaho,OTA 76,43.25513,-116.08416,Human/Equipment /Other/ known 
07/22/14,Idaho,OTA 77,43.25609,-116.07791,Human/Equipment /Other/ known 
07/22/14,Utah,Sunnyside,39.57544,-110.4264,
07/22/14,Idaho,Flat Iron,42.7208,-112.5708,Natural /Lightning 
07/22/14,Idaho,OTA 79,43.25823,-116.07972,Human/Equipment /Other/ known 
07/22/14,California,Heck Creek 2,41.0575,-123.6831,Human/Incendiary /Recurrent 
07/22/14,Colorado,MILK,39.7375,-106.7125,Human/Campfire /Cooking/warming 
07/22/14,Wyoming,5 Mile,41.7564,-107.8892,
07/22/14,Nevada,Natchez Pass,40.7022,-117.8292,
07/22/14,Oregon,418,44.3803,-119.563,
07/22/14,Oregon,E Nevada,42.2521,-122.6667,
07/22/14,Oregon,Colver Road,42.2529,-122.822,
07/22/14,Oregon,Grizzly Peak,42.2718,-122.6734,
07/22/14,Oregon,East Antelope Complx,42.3471,-122.6992,
07/22/14,Oregon,Galls Creek,42.3807,-123.0712,
07/22/14,Oregon,Butte Falls Cemetary,42.5504,-122.6089,
07/22/14,Oregon,Neil Creek,42.5935,-122.6523,
07/22/14,Oregon,Wren Ridge,42.379,-122.7423,
07/22/14,Oregon,Hobbart Peak,42.0876,-122.4928,
07/22/14,Montana,Calypso,46.7678,-105.4164,
07/22/14,Colorado,CARLS HOLE,40.0003,-108.4883,
07/22/14,Oregon,I5 MP 60 2,42.4854,-123.362,Human/Miscellaneous /Other/ unknown 
07/22/14,Oregon,DOMPIER,42.9535,-122.9198,
07/22/14,Oregon,Hamilton,42.2148,-123.0395,
07/22/14,Oregon,Placer Hill,42.3021,-122.9853,
07/22/14,Nevada,BOB CANYON,39.7336,-117.7717,
07/22/14,Oregon,Squires Peak,42.2282,-123.0256,
07/22/14,Oregon,Rat Hole,43.1178,-118.7347,
07/22/14,Nevada,Rye Grass,39.7681,-114.1453,
07/22/14,Idaho,MP 305,46.4499,-116.871,Natural /Lightning 
07/22/14,Oregon,Boyd Creek,42.4676,-123.1331,
07/22/14,Oregon,Meridian,42.4479,-122.7364,
07/22/14,Oregon,Sardine Creek,42.48978,-123.07054,
07/22/14,Montana,Seven Sisters,48.596949,-113.835124,Natural /Lightning 
07/22/14,Oregon,False Face,42.5582,-123.1095,
07/22/14,Oregon,Juniper,43.3903,-120.7708,
07/22/14,Washington,Finch,47.8617,-117.8881,Human/Incendiary /Other/ unknown 
07/22/14,California,Aggregate 3,41.0314,-123.6556,Natural /Other/ known 
07/22/14,Oregon,Ward 2,43.4236,-120.7833,
07/22/14,Oregon,Duckling,43.3969,-120.7839,
07/22/14,Oregon,Murphy Gulch,42.5301,-123.1001,
07/22/14,Oregon,441,43.6092,-119.9233,
07/22/14,Oregon,Elk Butte,43.2567,-120.185,
07/22/14,Oregon,The Island,44.9111,-121.4125,Natural /Lightning 
07/22/14,Oregon,Battle Mtn,42.6387,-123.1112,
07/22/14,Oregon,Hat,43.61592,-119.89167,
07/22/14,Oregon,Long Canyon,42.4474,-122.5292,
07/22/14,Oregon,Ash Grove,44.5339,-117.4022,
07/22/14,Oregon,Squires 3,42.2001,-123.0223,
07/22/14,Oregon,Birdseye Creek,42.3676,-123.2142,
07/22/14,Oregon,Owl Hollow,42.384,-123.1973,
07/22/14,Arizona,GILA,33.12206,-110.10197,Human/Incendiary /Other/ unknown 
07/22/14,Oregon,460,43.7242,-120.1747,
07/22/14,Oregon,Sterling Creek 2,42.2521,-122.9937,
07/22/14,Oregon,Ben,42.2023,-123.0953,
07/22/14,Oregon,Foots Creek,42.324,-123.0025,
07/22/14,Idaho,LYDLE,43.51964,-116.06844,
07/23/14,Idaho,PICNIC,43.5426,-116.0562,
07/23/14,North Dakota,LONGIE,47.9881,-98.999,Human/Incendiary /Recurrent 
07/23/14,Oregon,FFD140163181,44.0375,-123.1761,Human/Miscellaneous /Fireworks/ Adult 
07/23/14,Oregon,Mays Creek,42.5918,-123.1156,
07/23/14,Oregon,Sykes Creek,42.6185,-123.1114,
07/23/14,Wyoming,Lunch Tree,43.8828,-110.57779,Human/Campfire /Other/ unknown 
07/23/14,Oregon,Deer Creek,44.4425,-117.5213,
07/23/14,Oregon,Burnt Sage,43.3908,-120.78,
07/23/14,Oregon,Shumway,43.54398,-117.89462,
07/23/14,Oregon,Shitike Crk. Cyn.,44.75,-121.5375,Natural /Lightning 
07/23/14,Oregon,South Fork,44.9725,-121.4678,Natural /Lightning 
07/23/14,Oregon,GREEN,43.3892,-120.783,
07/23/14,Oregon,Branch,43.3978,-120.8053,
07/23/14,Oregon,Swamp Creek,42.7107,-123.1156,
07/23/14,Oregon,306 Command,43.3958,-120.7672,
07/23/14,Oregon,Fort Butte,44.8922,-121.2461,Natural /Lightning 
07/23/14,Oregon,484,43.6478,-120.66,
07/23/14,Montana,Lake Seventeen,48.0694,-108.8378,Human/Equipment /Vehicle 
07/23/14,Oregon,Charlie Creek,42.8443,-123.0745,
07/23/14,Oregon,Non Stat Slick Rock,42.7096,-123.1162,
07/23/14,Utah,Drainage,39.924294,-112.774088,
07/23/14,Oregon,Pine Creek,43.7375,-118.5997,
07/23/14,Nevada,Dry,40.97,-119.9514,
07/23/14,Oregon,MESA,43.7025,-118.5853,
07/23/14,Oregon,491,44.1522,-120.8164,
07/23/14,Oregon,Galls II,42.366,-123.0637,
07/23/14,Nevada,Shawnee,41.10094,-118.49819,
07/23/14,Oregon,Brogan Hill,44.28,-117.5789,
07/23/14,Colorado,BULLET,39.5892,-107.0094,
07/23/14,Oregon,Stemler,43.795,-118.0431,
07/23/14,Oregon,Rye Valley,44.4503,-117.4792,
07/23/14,Utah,Bell Rock,38.4242,-111.5472,
07/23/14,Montana,Powder,45.19517,-105.75383,
07/23/14,Colorado,Alkali,40.70036,-108.05758,Human/Equipment /Other/ unknown 
07/23/14,Nevada,Corral,41.6117,-114.5342,
07/23/14,Washington,BURTON DRAW,47.6583,-119.5883,
07/23/14,Washington,Moses Mountain,48.34744,-119.09012,Natural /Lightning 
07/23/14,Utah,Blacktail II,40.2686,-110.5503,Natural /Lightning 
07/23/14,Oregon,Camp Creek,43.6547,-117.8187,
07/23/14,Montana,Wicked,48.1189,-105.5242,Human/Miscellaneous /Other/ unknown 
07/23/14,Nevada,Malt,41.9806,-119.7042,
07/23/14,Oregon,Kitten Canyon,44.0997,-117.9917,
07/23/14,Oklahoma,Big House Fire,35.14755,-98.43396,Human/Equipment /Other/ known 
07/23/14,Washington,Wilmont Bay,48.0511,-118.3222,Human/Equipment /Power Line 
07/23/14,Washington,Alice Flats,48.10097,-118.68715,Natural /Lightning 
07/23/14,New Mexico,Lefty,36.9458,-107.6117,
07/23/14,New Mexico,Rattle,36.9197,-107.7228,
07/23/14,Oregon,Coleman,42.0428,-119.7394,
07/23/14,Washington,Monse Fire,48.13186,-119.67076,Natural /Lightning 
07/23/14,Washington,Soap Fire,48.2589,-119.5914,Natural /Lightning 
07/23/14,Montana,HYW 250 MM2,48.1181,-105.6717,Human/Miscellaneous /Other/ unknown 
07/23/14,North Dakota,Battle Creek,46.23814,-100.64939,Human/Equipment /Vehicle 
07/23/14,Washington,LITTLE BOUNDARY,48.0072,-118.078,
07/23/14,Washington,Omak Mountain Road,48.4489,-119.39157,Natural /Lightning 
07/23/14,Oregon,B-200,44.85161,-121.5789,Natural /Volcanic 
07/23/14,South Dakota,STONEHOUSE,43.2336,-100.8544,Natural /Other/ unknown 
07/23/14,Idaho,Devils Corral 2,42.6064,-114.4022,Human/Miscellaneous /Other/ known 
07/23/14,Utah,So Sadie Hollow,40.3719,-110.5192,Natural /Lightning 
07/23/14,South Dakota,West,44.07456,-99.63781,Human/Juveniles /Ignition Devices 
07/23/14,Utah,Axe,39.2753,-111.8425,
07/23/14,South Dakota,Karlen,44.02122,-99.5742,Human/Equipment /Other/ known 
07/23/14,Wyoming,Hollow Fire,41.22473,-109.20757,
07/23/14,Wyoming,Top Ridge,41.3,-109.377,
07/23/14,Washington,KRUGER MOUNTAIN,48.9808,-119.4619,
07/23/14,New Mexico,Alien,36.9925,-106.9642,Natural /Lightning 
07/23/14,California,Mill Creek 2,41.0894,-123.6947,Human/Incendiary /Recurrent 
07/23/14,Louisiana,Canvasback Fire,29.835415,-93.499557,Natural
07/23/14,Montana,Jackson Peak,46.95658,-111.98458,
07/23/14,Colorado,GATOR,40.1483,-108.4017,
07/24/14,Montana,Reaper,48.1092,-105.1767,Human/Miscellaneous /Other/ unknown 
07/24/14,Utah,South West Mountain,40.046694,-111.819491,Human/Campfire /Cooking/warming 
07/24/14,Colorado,Oak Ridge,38.8865,-107.699403,
07/24/14,Utah,Pioneer,39.42369,-110.431,
07/24/14,Oregon,Pumice Flat,42.8244,-122.15,Natural /Lightning 
07/24/14,Montana,Little,45.423,-104.4672,
07/24/14,Wyoming,Hyatt,44.2815,-107.83831,
07/24/14,Colorado,WALLY,40.1533,-108.3964,
07/24/14,Montana,Dam,45.6494,-104.9164,
07/24/14,California,Smokey,37.82363,-119.71284,Natural /Lightning 
07/24/14,Arizona,Deer Head,32.2056,-110.5361,Natural /Lightning 
07/24/14,Nevada,Sampson,40.0003,-114.5647,Human
07/24/14,Idaho,DUGOUT,44.9328,-113.9617,Human/Miscellaneous /Other/ unknown 
07/24/14,Utah,Barrel Hill,39.40189,-110.42328,
07/24/14,South Dakota,Black Elk,43.18689,-102.74397,Human/Incendiary /Field Burning 
07/24/14,Colorado,DRAGON PARK,39.85,-108.9275,
07/24/14,Colorado,RED WASH,39.8475,-108.8842,
07/24/14,California,Tree Yurok,41.5236,-124.0364,Human/Incendiary /Other/ unknown 
07/24/14,New Mexico,5 mile,36.6811,-107.7542,
07/24/14,Idaho,North Bacon,42.8647,-111.2817,
07/24/14,Georgia,Onslow,32.16583,-81.14361,Human/Accidental/Industrial
07/24/14,Utah,Ranch,39.910094,-112.648486,
07/24/14,Wyoming,Line,44.59703,-110.3887,Human/Equipment /Power Line 
07/24/14,California,Center Peak,36.71858,-118.36995,Natural /Lightning 
07/24/14,Minnesota,RL 321,47.853,-95.0442,Human/Juveniles /Ignition Devices 
07/24/14,Colorado,BIG J,39.8917,-108.4714,
07/24/14,Colorado,North Tower,38.6944,-109.0164,
07/24/14,Utah,INDIAN RIDGE TURNOFF,39.6058,-109.4192,
07/24/14,Wyoming,Swather Fire,43.0192,-108.9544,Human/Equipment /Vehicle 
07/24/14,Utah,Meads Wash,39.6475,-110.7778,
07/24/14,Utah,Single Tree,40.1283,-110.4108,Natural /Lightning 
07/24/14,Utah,Bus Spring,39.7104,-110.312933,
